Time,ZONE_5:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZONE_5:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZONE_5:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZONE_5:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZONE_6:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZONE_6:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZONE_6:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZONE_6:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZONE_7:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZONE_7:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZONE_7:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZONE_7:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZONE_8:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZONE_8:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZONE_8:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZONE_8:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZONE_9:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZONE_9:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZONE_9:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZONE_9:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
23:00:00,4.275303E+03,7.655941E+02,2.206217E-01,5.915226E-02,3.148831E+03,2.864098E+02,1.624978E-01,2.211542E-02,1.898719E+03,1.462079E+02,9.798540E-02,1.129109E-02,3.144093E+03,2.206438E+02,1.622532E-01,1.704423E-02,1.895752E+03,2.347120E+02,9.783230E-02,1.813856E-02
23:10:00,4.275313E+03,9.102962E+02,2.206222E-01,7.030293E-02,3.148837E+03,3.331796E+02,1.624981E-01,2.571953E-02,1.898722E+03,1.724424E+02,9.798558E-02,1.331464E-02,3.144099E+03,2.676381E+02,1.622535E-01,2.066832E-02,1.895756E+03,2.593210E+02,9.783248E-02,2.003286E-02
23:20:00,4.275322E+03,9.757868E+02,2.206227E-01,7.528643E-02,3.148842E+03,3.563807E+02,1.624984E-01,2.749588E-02,1.898726E+03,1.857301E+02,9.798575E-02,1.432955E-02,3.144104E+03,2.889946E+02,1.622538E-01,2.229660E-02,1.895759E+03,2.704154E+02,9.783265E-02,2.086348E-02
23:30:00,4.275331E+03,9.765952E+02,2.206232E-01,7.534973E-02,3.148847E+03,3.593128E+02,1.624986E-01,2.772242E-02,1.898729E+03,1.885073E+02,9.798591E-02,1.454397E-02,3.144109E+03,2.925557E+02,1.622541E-01,2.257153E-02,1.895762E+03,2.720769E+02,9.783281E-02,2.099197E-02
23:40:00,4.275340E+03,9.617407E+02,2.206236E-01,7.420405E-02,3.148852E+03,3.545966E+02,1.624989E-01,2.735874E-02,1.898731E+03,1.859329E+02,9.798606E-02,1.434545E-02,3.144114E+03,2.855295E+02,1.622543E-01,2.202958E-02,1.895765E+03,2.691008E+02,9.783296E-02,2.076253E-02
23:50:00,4.275348E+03,9.553152E+02,2.206240E-01,7.370855E-02,3.148857E+03,3.508020E+02,1.624991E-01,2.706609E-02,1.898734E+03,1.844379E+02,9.798620E-02,1.423017E-02,3.144118E+03,2.822670E+02,1.622546E-01,2.177795E-02,1.895768E+03,2.658855E+02,9.783310E-02,2.051459E-02
24:00:00,4.275355E+03,9.414935E+02,2.206244E-01,7.264237E-02,3.148861E+03,3.442480E+02,1.624993E-01,2.656051E-02,1.898737E+03,1.811870E+02,9.798633E-02,1.397941E-02,3.144123E+03,2.756064E+02,1.622548E-01,2.126413E-02,1.895770E+03,2.619147E+02,9.783324E-02,2.020833E-02
Peak,4.275481E+03,2.983610E+03,2.206309E-01,2.923698E-01,3.148861E+03,3.234914E+03,1.624993E-01,3.169821E-01,1.898737E+03,2.657477E+03,9.798633E-02,2.603980E-01,3.144123E+03,1.860359E+03,1.622548E-01,1.822943E-01,1.895770E+03,3.378133E+03,9.783324E-02,3.310118E-01

Peak Vol Flow (m3/s),,,1.870052E-01,2.478106E-01,,,1.377333E-01,2.686719E-01,,,8.305254E-02,2.207115E-01,,,1.375260E-01,1.545114E-01,,,8.292278E-02,2.805633E-01
